HH_Id,Seed_Src_M,Seed_Src_LastSeason_M,Seed_Src_Select_Exp_M,Num_WheatVar_FromSrc_M,Qnt_Seed_FromSrc_M,WheatVar_Name_M,WheatVar_Type_M,SeedSrc_Aquired_M,SeedSrc_Aquired_Othr_M,Involve_Seed_Arrange_M,Involve_Seed_Arrange_Othr_M,Var_Bfr_Src_Yn_M,Seed_Avlbl_Time_M,Seed_Acquire_Where_M,Seed_Acquire_How_M,Price_Seed_M,Seed_Clean_Yn_M,Seed_Germintn_M,SeedVar_Yld_Rate_M,ByPdct_Perfm_Rate_M,Var_Choose_Rsn_M,Var_Choose_Rsn_Othr_M
563,9,0,,,, ,,, ,, ,,,,,,,,,,, 
564,1,1,1,1,250,GLOBAL,2,1, ,1, ,1,1,1,1,2,2,2,2,2,3, 
564,2,0,,,, ,,, ,, ,,,,,,,,,,, 
564,3,0,,,, ,,, ,, ,,,,,,,,,,, 
564,4,0,,,, ,,, ,, ,,,,,,,,,,, 
564,5,0,,,, ,,, ,, ,,,,,,,,,,, 
564,6,0,,,, ,,, ,, ,,,,,,,,,,, 
564,7,0,,,, ,,, ,, ,,,,,,,,,,, 
564,8,0,,,, ,,, ,, ,,,,,,,,,,, 
564,9,0,,,, ,,, ,, ,,,,,,,,,,, 
565,1,1,1,1,50,DIGELU,2,1, ,3, ,1,1,1,97,2,1,1,1,2,1, 
565,2,0,,,, ,,, ,, ,,,,,,,,,,, 
565,3,0,,,, ,,, ,, ,,,,,,,,,,, 
565,4,0,,,, ,,, ,, ,,,,,,,,,,, 
565,5,0,,,, ,,, ,, ,,,,,,,,,,, 
565,6,0,,,, ,,, ,, ,,,,,,,,,,, 
565,7,0,,,, ,,, ,, ,,,,,,,,,,, 
565,8,0,,,, ,,, ,, ,,,,,,,,,,, 
565,9,0,,,, ,,, ,, ,,,,,,,,,,, 
567,1,1,1,2,70,SASE,2,1, ,3, ,1,1,1,97,2,1,2,1,1,3, 
567,2,0,,,, ,,, ,, ,,,,,,,,,,, 
567,3,0,,,, ,,, ,, ,,,,,,,,,,, 
567,4,0,,,, ,,, ,, ,,,,,,,,,,, 
567,5,0,,,, ,,, ,, ,,,,,,,,,,, 
567,6,0,,,, ,,, ,, ,,,,,,,,,,, 
567,7,0,,,, ,,, ,, ,,,,,,,,,,, 
567,8,0,,,, ,,, ,, ,,,,,,,,,,, 
567,9,0,,,, ,,, ,, ,,,,,,,,,,, 
568,1,1,1,1,150,HIDASSIE,2,1, ,3, ,1,1,2,97,2,1,2,2,2,1, 
568,2,0,,,, ,,, ,, ,,,,,,,,,,, 
568,3,0,,,, ,,, ,, ,,,,,,,,,,, 
568,4,0,,,, ,,, ,, ,,,,,,,,,,, 
568,5,0,,,, ,,, ,, ,,,,,,,,,,, 
568,6,0,,,, ,,, ,, ,,,,,,,,,,, 
568,7,0,,,, ,,, ,, ,,,,,,,,,,, 
568,8,0,,,, ,,, ,, ,,,,,,,,,,, 
568,9,0,,,, ,,, ,, ,,,,,,,,,,, 
569,1,1,1,1,70,HIDASSIE,4,1, ,3, ,1,1,1,97,3,1,2,1,1,1, 
569,2,0,,,, ,,, ,, ,,,,,,,,,,, 
569,3,0,,,, ,,, ,, ,,,,,,,,,,, 
569,4,0,,,, ,,, ,, ,,,,,,,,,,, 
569,5,0,,,, ,,, ,, ,,,,,,,,,,, 
569,6,0,,,, ,,, ,, ,,,,,,,,,,, 
569,7,0,,,, ,,, ,, ,,,,,,,,,,, 
569,8,0,,,, ,,, ,, ,,,,,,,,,,, 
569,9,0,,,, ,,, ,, ,,,,,,,,,,, 
570,1,1,1,1,170,DENDEA,2,1, ,3, ,1,1,1,97,2,1,1,1,1,1, 
570,2,0,,,, ,,, ,, ,,,,,,,,,,, 
570,3,0,,,, ,,, ,, ,,,,,,,,,,, 
570,4,0,,,, ,,, ,, ,,,,,,,,,,, 
570,5,0,,,, ,,, ,, ,,,,,,,,,,, 
570,6,0,,,, ,,, ,, ,,,,,,,,,,, 
570,7,0,,,, ,,, ,, ,,,,,,,,,,, 
570,8,0,,,, ,,, ,, ,,,,,,,,,,, 
570,9,0,,,, ,,, ,, ,,,,,,,,,,, 
571,1,1,1,1,80,dendea,2,1, ,3, ,1,1,1,97,1,1,1,2,2,1, 
571,2,0,,,, ,,, ,, ,,,,,,,,,,, 
571,3,0,,,, ,,, ,, ,,,,,,,,,,, 
571,4,0,,,, ,,, ,, ,,,,,,,,,,, 
571,5,0,,,, ,,, ,, ,,,,,,,,,,, 
571,6,0,,,, ,,, ,, ,,,,,,,,,,, 
571,7,0,,,, ,,, ,, ,,,,,,,,,,, 
571,8,0,,,, ,,, ,, ,,,,,,,,,,, 
571,9,0,,,, ,,, ,, ,,,,,,,,,,, 
572,1,0,,,, ,,, ,, ,,,,,,,,,,, 
572,2,0,,,, ,,, ,, ,,,,,,,,,,, 
572,3,1,1,1,49,Hidasie,2,4, ,1, ,0,1,3,1,1,1,1,1,1,3, 
572,4,0,,,, ,,, ,, ,,,,,,,,,,, 
572,5,0,,,, ,,, ,, ,,,,,,,,,,, 
572,6,0,,,, ,,, ,, ,,,,,,,,,,, 
572,7,0,,,, ,,, ,, ,,,,,,,,,,, 
572,8,0,,,, ,,, ,, ,,,,,,,,,,, 
572,9,0,,,, ,,, ,, ,,,,,,,,,,, 
573,1,1,1,1,60,hedasse,2,1, ,2, ,1,1,1,97,1,1,1,1,1,1, 
573,2,0,,,, ,,, ,, ,,,,,,,,,,, 
573,3,0,,,, ,,, ,, ,,,,,,,,,,, 
573,4,0,,,, ,,, ,, ,,,,,,,,,,, 
573,5,0,,,, ,,, ,, ,,,,,,,,,,, 
573,6,0,,,, ,,, ,, ,,,,,,,,,,, 
573,7,0,,,, ,,, ,, ,,,,,,,,,,, 
573,8,0,,,, ,,, ,, ,,,,,,,,,,, 
573,9,0,,,, ,,, ,, ,,,,,,,,,,, 
574,1,1,1,1,50,DENDEHA,2,1, ,1, ,1,1,1,97,1,1,1,1,1,1, 
574,2,0,,,, ,,, ,, ,,,,,,,,,,, 
574,3,0,,,, ,,, ,, ,,,,,,,,,,, 
574,4,0,,,, ,,, ,, ,,,,,,,,,,, 
574,5,0,,,, ,,, ,, ,,,,,,,,,,, 
574,6,0,,,, ,,, ,, ,,,,,,,,,,, 
574,7,0,,,, ,,, ,, ,,,,,,,,,,, 
574,8,0,,,, ,,, ,, ,,,,,,,,,,, 
574,9,0,,,, ,,, ,, ,,,,,,,,,,, 
575,1,1,1,1,100,DENDEHA,2,1, ,1, ,1,1,1,97,1,1,1,1,1,1, 
575,2,0,,,, ,,, ,, ,,,,,,,,,,, 
575,3,0,,,, ,,, ,, ,,,,,,,,,,, 
575,4,0,,,, ,,, ,, ,,,,,,,,,,, 
575,5,0,,,, ,,, ,, ,,,,,,,,,,, 
575,6,0,,,, ,,, ,, ,,,,,,,,,,, 
575,7,0,,,, ,,, ,, ,,,,,,,,,,, 
575,8,0,,,, ,,, ,, ,,,,,,,,,,, 
575,9,0,,,, ,,, ,, ,,,,,,,,,,, 
576,1,1,1,1,50,DENDEHA,2,1, ,1, ,1,1,1,97,1,1,1,1,1,1, 
576,2,0,,,, ,,, ,, ,,,,,,,,,,, 
576,3,0,,,, ,,, ,, ,,,,,,,,,,, 
576,4,0,,,, ,,, ,, ,,,,,,,,,,, 
576,5,0,,,, ,,, ,, ,,,,,,,,,,, 
576,6,0,,,, ,,, ,, ,,,,,,,,,,, 
576,7,0,,,, ,,, ,, ,,,,,,,,,,, 
576,8,0,,,, ,,, ,, ,,,,,,,,,,, 
576,9,0,,,, ,,, ,, ,,,,,,,,,,, 
943,1,0,,,, ,,, ,, ,,,,,,,,,,, 
943,2,0,,,, ,,, ,, ,,,,,,,,,,, 
943,3,0,,,, ,,, ,, ,,,,,,,,,,, 
943,4,0,,,, ,,, ,, ,,,,,,,,,,, 
943,5,0,,,, ,,, ,, ,,,,,,,,,,, 
943,6,1,1,1,150,HIDASSE,2,5, ,1, ,1,1,2,1,2,1,1,1,1,1, 
943,7,0,,,, ,,, ,, ,,,,,,,,,,, 
943,8,0,,,, ,,, ,, ,,,,,,,,,,, 
943,9,0,,,, ,,, ,, ,,,,,,,,,,, 
944,1,1,1,1,150,DENDEA,2,1, ,3, ,1,1,1,97,2,1,1,1,1,1, 
944,2,0,,,, ,,, ,, ,,,,,,,,,,, 
944,3,0,,,, ,,, ,, ,,,,,,,,,,, 
944,4,0,,,, ,,, ,, ,,,,,,,,,,, 
944,5,0,,,, ,,, ,, ,,,,,,,,,,, 
944,6,0,,,, ,,, ,, ,,,,,,,,,,, 
944,7,0,,,, ,,, ,, ,,,,,,,,,,, 
944,8,0,,,, ,,, ,, ,,,,,,,,,,, 
944,9,0,,,, ,,, ,, ,,,,,,,,,,, 
945,1,0,,,, ,,, ,, ,,,,,,,,,,, 
945,2,0,,,, ,,, ,, ,,,,,,,,,,, 
945,3,1,1,1,120,HIDASSE,2,12,Purchase from markrt,3, ,1,1,1,1,3,1,1,1,1,1, 
945,4,0,,,, ,,, ,, ,,,,,,,,,,, 
945,5,0,,,, ,,, ,, ,,,,,,,,,,, 
945,6,0,,,, ,,, ,, ,,,,,,,,,,, 
945,7,0,,,, ,,, ,, ,,,,,,,,,,, 
945,8,0,,,, ,,, ,, ,,,,,,,,,,, 
945,9,0,,,, ,,, ,, ,,,,,,,,,,, 
946,1,1,1,1,50,DENDEHA,2,1, ,1, ,1,1,1,97,2,1,1,1,1,1, 
946,2,0,,,, ,,, ,, ,,,,,,,,,,, 
946,3,0,,,, ,,, ,, ,,,,,,,,,,, 
946,4,0,,,, ,,, ,, ,,,,,,,,,,, 
946,5,0,,,, ,,, ,, ,,,,,,,,,,, 
946,6,0,,,, ,,, ,, ,,,,,,,,,,, 
